standort_name,standort,dealer_vehicle_number,kom_nr,jahreswagenkz,vfw_status,kennzeichen,vin,marke,modell,ez,km,antriebsart,versteuerung_hinweis,listenpreis_netto,empf_vk_preis,modell_netto_preis,upe_brutto,upe_quelle,geldwert_vorteil_monat,eingang,abmeldung,verkauft_am
Deggendorf Hyundai,2,215298,G,L,Kom.Nr. G,RO-AB 1034,NLHDN51EJLZ022105,Hyundai,i10 1.2 Trend AT,2020-11-24,27755,Benzin (allgemein),1 %,0.00,0.00,0.00,9530.98,"Grund+Zubehör×1,19",95.31,2023-12-19,,2023-12-19
Deggendorf Hyundai,2,215299,G,L,Kom.Nr. G,DEG-FZ 60E,TMAJD812DNJ028995,Hyundai,Tucson 1.6 T-GDi Plug-in-Hybrid Trend-Paket,2021-06-17,53068,,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,28578.33,"Grund+Zubehör×1,19",142.89,2023-12-20,2023-12-21,2024-01-10
Deggendorf Hyundai,2,215301,G,L,Kom.Nr. G,,KMHS381CDLU210532,Hyundai,Santa Fe 2.2 CDRi Premium AT,2019-09-16,145300,Diesel,1 %,0.00,0.00,0.00,19850.01,"Grund+Zubehör×1,19",198.5,2023-12-20,,2023-12-20
Deggendorf Hyundai,2,210805,V,,Kom.Nr. V,DEG-CO 24,TMAH351DGNJ220075,Hyundai,i30 FL 5-Türer MJ22 1.5 Benzin Turbo 7-DCT (48V) N LINE (inkl. Komfortpaket und Navipaket) Sitzpake,2023-12-14,20968,Benzin (allgemein),1 %,0.00,36130.00,29856.30,36130.0,empf.VK,361.3,2023-12-22,,2024-01-29
Deggendorf Hyundai,2,210806,V,,Kom.Nr. V,DEG-W 6108,TMAH351BGNJ220194,Hyundai,"i30 FL 5-Türer (MJ22) 1.0 Benzin Turbo 7-DCT (48V) TREND LED-Paket, Navigationspaket",2023-12-14,5193,Benzin (allgemein),1 %,0.00,29680.00,24436.97,29680.0,empf.VK,296.8,2023-12-22,,2024-07-01
Deggendorf Hyundai,2,210970,V,,Kom.Nr. V,DEG-HW 224,TMAJE81BHPJ437751,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD PRIME MJ23 Assist.-Paket (DCT), Assist.-Paket+(DCT), ECS",2023-12-28,17161,,1 %,0.00,49880.00,0.00,49880.0,empf.VK,498.8,2023-12-22,,2024-01-29
Deggendorf Hyundai,2,210971,V,,Kom.Nr. V,PA-WH 369,TMAJB81BHPJ436007,Hyundai,TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23 Assist.-Paket (DCT),2023-12-28,21568,,1 %,0.00,47200.00,38949.58,47200.0,empf.VK,472.0,2023-12-22,,2025-05-26
Deggendorf Hyundai,2,210974,V,,Kom.Nr. V,REG-HM 177,TMAJD81BAPJ437827,Hyundai,TUCSON 1.6 GDI Turbo 150PS M/T 2WD ADVANTAGE MJ23,2023-12-28,26820,,1 %,0.00,37600.00,0.00,37600.0,empf.VK,376.0,2023-12-22,,2024-02-22
Deggendorf Hyundai,2,210976,V,,Kom.Nr. V,DGF-OK 30,TMAJD81BAPJ439607,Hyundai,TUCSON 1.6 GDI Turbo 150PS M/T 2WD ADVANTAGE MJ23,2023-12-28,13603,,1 %,0.00,37250.00,0.00,37250.0,empf.VK,372.5,2023-12-29,,2024-06-28
Deggendorf Hyundai,2,210977,V,,Kom.Nr. V,DEG-MG 666,NLHDN51F5RZ251146,Hyundai,i10 FL (MJ24) 1.2 Benzin A/T Trend  Komfortpaket,2023-12-28,10224,,1 %,0.00,20700.00,0.00,20700.0,empf.VK,207.0,2024-01-04,,2024-02-05
Deggendorf Hyundai,2,210979,V,,Kom.Nr. V,DEG-MT 219,NLHDN51C7RZ250411,Hyundai,i10 FL (MJ24) 1.0 Benzin A/T Trend,2023-12-28,3002,,1 %,0.00,19770.00,0.00,19770.0,empf.VK,197.7,2024-01-04,,2024-08-30
Deggendorf Hyundai,2,210973,V,,Kom.Nr. V,DEG-SP 612,TMAJE81BGPJ433874,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD PRIME MJ23 Assist.-Paket (DCT), Dachlackierung",2023-12-28,12964,,1 %,0.00,44640.00,36966.39,44640.0,empf.VK,446.4,2024-01-10,,2024-01-30
Deggendorf Hyundai,2,210975,V,,Kom.Nr. V,DGF-SL 166,TMAJD81BAPJ437232,Hyundai,TUCSON 1.6 GDI Turbo 150PS M/T 2WD ADVANTAGE MJ23,2023-12-28,21218,,1 %,0.00,37600.00,0.00,37600.0,empf.VK,376.0,2024-01-10,,2024-04-19
Deggendorf Hyundai,2,215303,G,L,Kom.Nr. G,DEG-N 59 E,TMAK381GFLJ020105,Hyundai,Kona Elektro (150 kW) Style-Paket,2021-01-21,104474,Elektro,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,16124.5,"Grund+Zubehör×1,19",80.62,2024-01-10,,2024-01-10
Deggendorf Hyundai,2,215304,G,L,Kom.Nr. G,DEG-C 77,NLHA851CBLZ558305,Hyundai,i10 1.2 YES! AT,2019-12-12,23633,Benzin (allgemein),1 %,0.00,0.00,0.00,6960.36,"Grund+Zubehör×1,19",69.6,2024-01-11,,2024-01-11
Deggendorf Hyundai,2,210969,V,,Kom.Nr. V,REG-EN 102,NLHDN51F6RZ252824,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Trend,2024-01-25,16411,,1 %,0.00,19770.00,0.00,19770.0,empf.VK,197.7,2024-01-12,,2024-03-14
Deggendorf Hyundai,2,215306,G,L,Kom.Nr. G,SR-K 2609,NLHBN51GGMZ002951,Hyundai,i20 1.0 T-GDI Trend DCT,2020-10-06,16500,Benzin (allgemein),1 %,0.00,0.00,0.00,13800.81,"Grund+Zubehör×1,19",138.01,2024-01-12,2024-01-12,2024-03-06
Deggendorf Hyundai,2,215307,G,L,Kom.Nr. G,DEG-SB 618,NLHB251BALZ583285,Hyundai,i20 1.2 Select (75 PS),2019-10-28,62000,Benzin (allgemein),1 %,0.00,0.00,0.00,6741.89,"Grund+Zubehör×1,19",67.42,2024-01-16,,2024-01-16
Deggendorf Hyundai,2,210903,V,,Kom.Nr. V,DEG-TB 110,TMAHCH1AAPJ012081,Hyundai,i30 Fastback FL MJ23 N Performance M/T (inkl. Navigationspaket),2024-01-25,33711,Benzin (allgemein),1 %,0.00,39150.00,32646.22,39150.0,empf.VK,391.5,2024-01-18,,2024-08-05
Deggendorf Hyundai,2,215308,G,L,Kom.Nr. G,REG-DF 66 E,KMHC851JFLU061165,Hyundai,Ioniq Elektro Style-Paket,2020-03-16,88060,Elektro,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,17646.15,"Grund+Zubehör×1,19",88.23,2024-01-19,,2024-01-19
Deggendorf Hyundai,2,215309,G,L,Kom.Nr. G,,NLHBN51GGNZ209359,Hyundai,New i20 (MJ22) 1.0 T-Gdi (100PS) 48V DCT Edition 30,2022-10-25,13500,Benzin (allgemein),1 %,0.00,0.00,18109.24,21550.0,"Modell Netto×1,19",215.5,2024-01-26,,2024-02-09
Deggendorf Hyundai,2,210987,V,,Kom.Nr. V,DEG-ED 221,NLHBR51G6RZ419235,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) 48V DCT Prime Assistenzpaket,2024-01-29,59122,,1 %,0.00,28650.00,0.00,28650.0,empf.VK,286.5,2024-01-31,,2024-03-07
Deggendorf Hyundai,2,210988,V,,Kom.Nr. V,DEG-NK 57,NLHBR51G1RZ419840,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) 48V DCT Prime Assistenzpaket,2024-01-29,9124,,1 %,0.00,29220.00,0.00,29220.0,empf.VK,292.2,2024-01-31,,2024-07-01
Deggendorf Hyundai,2,215315,G,L,Kom.Nr. G,,TMAJ3812HKJ789769,Hyundai,Tucson 1.6 DCT 4WD Style,2019-02-28,91700,Benzin (allgemein),1 %,0.00,0.00,0.00,12381.4,"Grund+Zubehör×1,19",123.81,2024-02-02,2024-01-23,2024-02-06
Deggendorf Hyundai,2,210991,V,,Kom.Nr. V,DEG-B 11,TMAJE81BHPJ430181,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD PRIME MJ23 Assist.-Paket (DCT), ECS",2024-01-29,26970,,1 %,0.00,48180.00,0.00,48180.0,empf.VK,481.8,2024-02-05,,2024-04-02
Deggendorf Hyundai,2,215316,G,L,Kom.Nr. G,DEG-PS 118,NLHDN51AAMZ056983,Hyundai,i10 1.0 Trend,2021-02-02,60015,Benzin (allgemein),1 %,0.00,0.00,0.00,9103.5,"Grund+Zubehör×1,19",91.03,2024-02-05,,2024-02-12
Deggendorf Hyundai,2,215320,G,L,Kom.Nr. G,DEG-MS 568,NLHB251BALZ580352,Hyundai,i20 1.2 Select,2019-10-28,47226,Benzin (allgemein),1 %,0.00,0.00,0.00,6778.73,"Grund+Zubehör×1,19",67.79,2024-02-16,2024-02-15,2024-06-13
Deggendorf Hyundai,2,210983,V,,Kom.Nr. V,SR-A 209E,KMHKR8188RU001447,Hyundai,IONIQ 5 N (MY24) 84 kWh (609 PS) 4WD Sitz-Paket,2024-02-22,29084,,1 %,0.00,0.00,0.00,67943.42,"Grund+Zubehör×1,19",679.43,2024-02-19,,2024-11-08
Deggendorf Hyundai,2,211011,G,Z,Kom.Nr. G,DEG-BS 153,TMAJD81BGNJ277802,Hyundai,TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD TREND MJ22,2023-03-13,48180,Benzin (allgemein),1 %,0.00,37010.00,31100.84,37010.0,empf.VK,370.1,2024-02-21,,2024-03-07
Deggendorf Hyundai,2,210989,V,,Kom.Nr. V,DEG-S 2916,TMAJD812DPJ248972,Hyundai,TUCSON Plug-in-Hybrid 1.6 T-GDi 265PS 6-AT 4WD Blackline-Paket MJ23,2024-01-29,15896,,"0,5 % / 0,25 % (E/Hybrid)",0.00,51180.00,41453.78,51180.0,empf.VK,255.9,2024-02-26,,2024-09-03
Deggendorf Hyundai,2,210996,V,,Kom.Nr. V,VIT-PH 512,TMAJD81BHPJ458195,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD TREND MJ23 Krell, el. Heckklappe",2024-05-23,14714,,1 %,0.00,43120.00,0.00,43120.0,empf.VK,431.2,2024-02-26,,2024-06-25
Deggendorf Hyundai,2,215326,G,L,Kom.Nr. G,REG-BU 20,KMHK3815HLU529909,Hyundai,Kona 1.6 T-GDI Style DCT,2020-02-18,28462,,1 %,0.00,0.00,0.00,13217.68,"Grund+Zubehör×1,19",132.18,2024-02-27,,2024-02-27
Deggendorf Hyundai,2,215328,G,L,Kom.Nr. G,REG-ME 492,KMHK3811ALU467125,Hyundai,Kona 1.0 T-GDI SoKo Navi,2020-01-30,90000,Benzin (allgemein),1 %,0.00,0.00,0.00,10702.04,"Grund+Zubehör×1,19",107.02,2024-02-28,,2024-03-01
Deggendorf Hyundai,2,215329,G,L,Kom.Nr. G,,KMHC851CGJU101240,Hyundai,Ioniq Hybrid Premium,2019-01-11,45500,"Benzin (allgemein), Elektro","0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,14779.29,"Grund+Zubehör×1,19",73.9,2024-03-01,2024-02-29,2024-06-20
Deggendorf Hyundai,2,215330,G,L,Kom.Nr. G,,KMHC851JFLU057224,Hyundai,Ioniq Elektro,2020-01-22,68800,Elektro,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,10827.05,"Grund+Zubehör×1,19",54.14,2024-03-04,2024-02-26,2024-03-05
Deggendorf Hyundai,2,215331,G,L,Kom.Nr. G,VIT-TO 81,TMAH351BAPJ197996,Hyundai,i30 FL 5-Türer (MJ23) 1.0 Benzin Turbo M/T Connect & Go,2022-12-13,61482,Benzin (allgemein),1 %,0.00,0.00,19621.85,23350.0,"Modell Netto×1,19",233.5,2024-03-04,2024-02-29,2024-04-11
Deggendorf Hyundai,2,215332,G,L,Kom.Nr. G,,NLHA751AALZ572086,Hyundai,i10 1.0 Select,2019-11-28,18300,Benzin (allgemein),1 %,0.00,0.00,0.00,6058.02,"Grund+Zubehör×1,19",60.58,2024-03-04,2024-03-04,2024-03-13
Deggendorf Hyundai,2,210965,V,,Kom.Nr. V,DEG-MR 8,TMAJB81BGPJ466833,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD N LINE MJ23 Assist.-Paket (DCT), Dachlackierung",2024-02-29,16714,,1 %,0.00,44640.00,0.00,44640.0,empf.VK,446.4,2024-03-06,,2024-04-04
Deggendorf Hyundai,2,215334,G,L,Kom.Nr. G,MÜ-LX 64,NLHB351BALZ612211,Hyundai,i20 5-Türer 1.2 Benzin Trend 62 kW/84 Ps,2020-01-27,48111,Benzin (allgemein),1 %,0.00,0.00,0.00,7824.12,"Grund+Zubehör×1,19",78.24,2024-03-08,,2024-03-08
Deggendorf Hyundai,2,215336,G,L,Kom.Nr. G,DEG-ML 480,TMAK581GFLJ006160,Hyundai,Kona Elektro (150kW) Premium-Paket,2021-03-10,65468,Elektro,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,20212.15,"Grund+Zubehör×1,19",101.06,2024-03-11,2024-03-01,2024-04-15
Deggendorf Hyundai,2,215337,G,L,Kom.Nr. G,REG-HG 66,TMAJ3812HLJ047616,Hyundai,Tucson 1.6 GDi Turbo N-Line,2020-03-12,33316,,1 %,0.00,0.00,0.00,20672.0,"Grund+Zubehör×1,19",206.72,2024-03-12,2024-03-12,2024-04-08
Deggendorf Hyundai,2,211028,G,Z,Kom.Nr. G,DEG-HP 76,TMAJD81BHNJ312506,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD TREND MJ22 Krell, el. Heckklappe",2023-04-11,31049,Benzin (allgemein),1 %,0.00,40970.00,34428.57,40970.0,empf.VK,409.7,2024-03-13,,2024-03-28
Deggendorf Hyundai,2,210943,V,,Kom.Nr. V,DEG-SW 131,NLHBN51G8RZ443404,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) M/T Trend Komfortpaket,2024-02-29,2008,,1 %,0.00,24220.00,0.00,24220.0,empf.VK,242.2,2024-03-14,,2024-05-28
Deggendorf Hyundai,2,211018,V,,Kom.Nr. V,DEG-M 5858,NLHDN51C2RZ262532,Hyundai,i10 FL (MJ24) 1.0 Benzin M/T Trend,2024-02-29,9500,,1 %,0.00,19020.00,0.00,19020.0,empf.VK,190.2,2024-03-14,,2025-07-22
Deggendorf Hyundai,2,211027,G,Z,Kom.Nr. G,SAD-KV 84,TMAJD81BGNJ296751,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD TREND MJ22 Assist.-Paket DCT, el. Heckklappe, Krell",2023-03-13,27801,Benzin (allgemein),1 %,0.00,38809.00,32612.61,38809.0,empf.VK,388.09,2024-03-14,,2024-04-09
Deggendorf Hyundai,2,211033,G,Z,Kom.Nr. G,LA-SK 784,TMAJD81BAPJ345592,Hyundai,TUCSON 1.6 GDI Turbo 180PS (+48V) iM/T 2WD TREND MJ23 Assist.-Paket MT,2023-07-03,26200,,1 %,0.00,0.00,0.00,23899.88,"Grund+Zubehör×1,19",239.0,2024-03-19,,2024-06-04
Deggendorf Hyundai,2,210997,V,,Kom.Nr. V,REG-IE 888,TMAJB81BHPJ476935,Hyundai,TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23 Assist.-Paket (DCT),2024-03-25,15595,,1 %,0.00,47000.00,38949.58,47000.0,empf.VK,470.0,2024-03-20,,2024-04-29
Deggendorf Hyundai,2,210999,V,,Kom.Nr. V,DEG-L 1212,TMAJB81BHPJ477539,Hyundai,TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23 Assist.-Paket (DCT),2024-04-29,9790,,1 %,0.00,47000.00,38949.58,47000.0,empf.VK,470.0,2024-03-20,,2024-06-03
Deggendorf Hyundai,2,211005,V,,Kom.Nr. V,DEG-KA 153,NLHDN51FXRZ270159,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Trend,2024-04-29,3054,,1 %,0.00,19450.00,0.00,19450.0,empf.VK,194.5,2024-03-20,,2024-09-03
Deggendorf Hyundai,2,211050,V,,Kom.Nr. V,DEG-R 522,TMAJB81BGPJ476125,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD N LINE MJ23 Assist.-Paket (DCT), ECS, Sitz-Paket",2024-03-25,41512,,1 %,0.00,46120.00,0.00,46120.0,empf.VK,461.2,2024-03-20,,2024-04-29
Deggendorf Hyundai,2,211051,V,,Kom.Nr. V,REG-EA 57,TMAJB81BGPJ464531,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD N LINE MJ23Assist.-Paket (DCT), Assist.-Paket+(DCT), Pan",2024-04-25,10155,,1 %,0.00,47040.00,0.00,47040.0,empf.VK,470.4,2024-03-20,,2024-09-02
Deggendorf Hyundai,2,215344,G,L,Kom.Nr. G,REG-TH 46,NLHA751AALZ571667,Hyundai,i10 1.0 Select,2019-11-28,69000,Benzin (allgemein),1 %,0.00,0.00,0.00,5656.71,"Grund+Zubehör×1,19",56.57,2024-03-26,2024-03-26,2024-04-22
Deggendorf Hyundai,2,215348,G,L,Kom.Nr. G,DEG-SM 404,TMAJD81BAMJ006070,Hyundai,Tucson 1.6 T-GDI Trend (+48V),2020-12-14,67633,,1 %,0.00,0.00,0.00,19204.98,"Grund+Zubehör×1,19",192.05,2024-03-28,2024-03-19,2024-09-02
Deggendorf Hyundai,2,211061,V,,Kom.Nr. V,PA-H 2903,TMAJD811BPJ272714,Hyundai,"TUCSON Hybrid 1.6 T-GDi 230PS 6-AT 2WD TREND MJ23 Krell, el. Heckklappe, 19"" Alu",2024-03-25,9191,,"0,5 % / 0,25 % (E/Hybrid)",0.00,43850.00,0.00,43850.0,empf.VK,219.25,2024-04-03,,2024-07-23
Deggendorf Hyundai,2,211058,V,,Kom.Nr. V,DEG-RD 505,TMAJB81BGPJ473180,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD N LINE MJ23Assist.-Paket (DCT), Assist.-Paket+(DCT), Pan",2024-03-25,30958,,1 %,0.00,47040.00,0.00,47040.0,empf.VK,470.4,2024-04-04,,2024-06-24
Deggendorf Hyundai,2,211062,V,,Kom.Nr. V,DEG-SB 183,NLHDR51F7RZ271869,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Prime,2024-03-28,4436,,1 %,0.00,21560.00,0.00,21560.0,empf.VK,215.6,2024-04-04,,2024-05-02
Deggendorf Hyundai,2,211063,V,,Kom.Nr. V,DEG-BP 67,NLHDR51F7RZ272035,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Prime,2024-03-28,7100,,1 %,0.00,21560.00,0.00,21560.0,empf.VK,215.6,2024-04-04,,2025-03-21
Deggendorf Hyundai,2,211064,V,,Kom.Nr. V,DEG-BM 259,NLHBN51G8RZ455181,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) M/T Trend Lichtpaket Komfortpaket Bose Soundpaket,2024-03-28,10935,,1 %,0.00,25470.00,0.00,25470.0,empf.VK,254.7,2024-04-04,,2024-06-04
Deggendorf Hyundai,2,215335,G,,Kom.Nr. G,DGF-JW 36,TMAJ381ADLJ977408,Hyundai,Tucson 2.0 CRDi 48V-Mildhybrid,2019-11-25,90000,,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,0.00,19038.07,"Grund+Zubehör×1,19",95.19,2024-04-09,2024-03-07,2024-04-11
Deggendorf Hyundai,2,211071,G,Z,Kom.Nr. G,FS-CA 155,TMAJD81BHNJ324833,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD TREND MJ22 Krell, el. Heckklappe",2023-05-25,38192,Benzin (allgemein),1 %,0.00,40970.00,34428.57,40970.0,empf.VK,409.7,2024-04-11,,2024-06-14
Deggendorf Hyundai,2,215349,G,L,Kom.Nr. G,,TMAHCH1AALJ005652,Hyundai,i30 Fastback N Performance,2020-03-10,81400,Benzin (allgemein),1 %,0.00,0.00,0.00,12478.42,"Grund+Zubehör×1,19",124.78,2024-04-11,2024-04-03,2024-04-17
Deggendorf Hyundai,2,215351,G,L,Kom.Nr. G,DEG-NW 11,NLHB351BALZ613513,Hyundai,i20 1.2 YES! (84 PS),2020-02-20,80687,Benzin (allgemein),1 %,0.00,0.00,0.00,7298.78,"Grund+Zubehör×1,19",72.99,2024-04-11,2024-04-09,2024-05-17
Deggendorf Hyundai,2,211052,V,,Kom.Nr. V,DGF-P 3001,TMAJB81BHPJ485492,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23Assist.-Paket (DCT), Assist.-Paket+(DCT); ECS",2024-04-18,14034,,1 %,0.00,48680.00,0.00,48680.0,empf.VK,486.8,2024-04-17,,2024-05-23
Deggendorf Hyundai,2,211001,V,,Kom.Nr. V,DGF-RO 90,NLHBN51G8RZ454354,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) M/T Trend Lichtpaket,2024-05-27,25615,,1 %,0.00,24220.00,0.00,24220.0,empf.VK,242.2,2024-04-19,,2024-09-10
Deggendorf Hyundai,2,210967,V,,Kom.Nr. V,PA-RC 522E,TMAJB812DPJ279981,Hyundai,"TUCSON Plug-in-Hybrid 1.6 T-GDi 265PS 6-AT 4WD N LINE-Paket MJ23 Dachlackierung, Sitz-Paket",2024-05-28,21902,,"0,5 % / 0,25 % (E/Hybrid)",0.00,54650.00,0.00,54650.0,empf.VK,273.25,2024-04-23,,2024-11-08
Deggendorf Hyundai,2,215355,G,L,Kom.Nr. G,DEG-NJ 67,TMAHC51AALJ020225,Hyundai,i30 N Performance 2.0 T-GDI,2020-07-01,73928,Benzin (allgemein),1 %,0.00,0.00,0.00,13712.36,"Grund+Zubehör×1,19",137.12,2024-04-23,,2024-05-07
Deggendorf Hyundai,2,215357,G,L,Kom.Nr. G,DEG-IS 500,NLHBN51GANZ146021,Hyundai,New i20 (MJ22) 1.0 T-Gdi (100PS) M/T Edition 30,2022-04-28,20518,Benzin (allgemein),1 %,0.00,0.00,16008.40,19050.0,"Modell Netto×1,19",190.5,2024-04-23,2024-04-23,2025-03-06
Deggendorf Hyundai,2,210998,V,,Kom.Nr. V,DEG-SF 288,TMAJB81BHPJ484340,Hyundai,TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23 Assist.-Paket (DCT),2024-05-28,11231,,1 %,0.00,47000.00,38949.58,47000.0,empf.VK,470.0,2024-05-02,,2024-08-01
Deggendorf Hyundai,2,211016,V,,Kom.Nr. V,REG-A 2816,TMAJD81BHPJ486341,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD TREND MJ23 Krell, el. Heckklappe",2024-04-22,12291,,1 %,0.00,43120.00,0.00,43120.0,empf.VK,431.2,2024-05-02,,2024-06-13
Deggendorf Hyundai,2,211053,V,,Kom.Nr. V,DEG-MW 583,TMAJB81BHPJ484290,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23Assist.-Paket (DCT), Assist.-Paket+(DCT), Pan",2024-05-28,11269,,1 %,0.00,48900.00,0.00,48900.0,empf.VK,489.0,2024-05-02,,2024-07-08
Deggendorf Hyundai,2,211056,V,,Kom.Nr. V,GRA-AB 777,TMAJB81BHPJ486318,Hyundai,"TUCSON 1.6 GDI Turbo 180PS (+48V) 7-DCT 4WD N LINE MJ23 Assist.-Paket (DCT), ECS, Sitz-Paket",2024-04-30,5459,,1 %,0.00,49080.00,0.00,49080.0,empf.VK,490.8,2024-05-02,,2024-06-12
Deggendorf Hyundai,2,211072,G,Z,Kom.Nr. G,R-KJ 208E,TMAJD812DNJ090155,Hyundai,TUCSON Plug-in-Hybrid 1.6 T-GDi 265PS 6-AT 4WD TREND-Paket,2022-04-22,1500,"Benzin (allgemein), Elektro","0,5 % / 0,25 % (E/Hybrid)",0.00,46050.00,38697.48,46050.0,empf.VK,230.25,2024-05-02,,2024-06-25
Deggendorf Hyundai,2,211073,G,Z,Kom.Nr. G,,TMAJD81BGNJ174375,Hyundai,"TUCSON 1.6 GDI Turbo 150PS (+48V) 7-DCT 2WD TREND MJ22 Panoramadach, Assist.-Paket DCT, el. Heckklap",2022-04-21,42800,Benzin (allgemein),1 %,0.00,39510.00,33201.68,39510.0,empf.VK,395.1,2024-05-02,,2024-08-13
Deggendorf Hyundai,2,215362,G,L,Kom.Nr. G,DEG-PS 780,NLHDN51AAMZ073687,Hyundai,i10 1.0 Trend,2021-04-26,40933,Benzin (allgemein),1 %,0.00,0.00,0.00,7075.51,"Grund+Zubehör×1,19",70.76,2024-05-03,,2024-05-14
Deggendorf Hyundai,2,215365,G,L,Kom.Nr. G,RADH141,TMAJ3811ALJ993552,Hyundai,Tucson 1.6 GDI Advantage,2020-08-25,15000,Benzin (allgemein),1 %,0.00,0.00,0.00,14820.09,"Grund+Zubehör×1,19",148.2,2024-05-10,,2024-05-10
Deggendorf Hyundai,2,211006,V,,Kom.Nr. V,DEG-OK 207,NLHDN51F8RZ275036,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Trend,2024-05-27,6083,,1 %,0.00,19770.00,0.00,19770.0,empf.VK,197.7,2024-05-13,,2024-07-01
Deggendorf Hyundai,2,211007,V,,Kom.Nr. V,REG-RB 45,NLHDN51F1RZ275461,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Trend,2024-05-27,3531,,1 %,0.00,19770.00,0.00,19770.0,empf.VK,197.7,2024-05-13,,2024-07-08
Deggendorf Hyundai,2,211019,V,,Kom.Nr. V,DEG-JB 171,NLHBN51G6RZ443224,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) M/T Trend Komfortpaket Bose Soundpaket,2024-03-21,3039,,1 %,0.00,24720.00,0.00,24720.0,empf.VK,247.2,2024-05-13,,2024-08-23
Deggendorf Hyundai,2,211042,V,,Kom.Nr. V,DEG-HW 103,NLHBN51G8RZ462065,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) M/T Trend Lichtpaket Bose Soundpaket,2024-05-27,3000,,1 %,0.00,24720.00,0.00,24720.0,empf.VK,247.2,2024-05-13,,2024-10-02
Deggendorf Hyundai,2,211043,G,X,Verkauft (Jahreswg.Kz. X),,NLHBN51G4RZ462063,Hyundai,i20 FL (MJ24) 1.0 T-Gdi (100PS) M/T Trend Lichtpaket Bose Soundpaket,2024-05-27,14100,,1 %,0.00,24720.00,0.00,24720.0,empf.VK,247.2,2024-05-13,,2025-10-22
Deggendorf Hyundai,2,211044,V,,Kom.Nr. V,LAN-AG 19,NLHDN51F6RZ273253,Hyundai,i10 FL (MJ24) 1.2 Benzin M/T Trend  Komfortpaket,2024-05-28,4882,,1 %,0.00,20270.00,0.00,20270.0,empf.VK,202.7,2024-05-13,,2024-07-01
Deggendorf Hyundai,2,211048,V,,Kom.Nr. V,REG-MR 211,KMHYC811BRU176633,Hyundai,STARIA 9-Sitzer (MJ23) 2.2 CRDi 8 A/T 2WD (177PS) PRIME,2024-04-23,29656,Diesel,1 %,0.00,54590.00,44537.82,54590.0,empf.VK,545.9,2024-05-15,,2024-06-20
Deggendorf Hyundai,2,215364,G,L,Kom.Nr. G,PA-XO 100,KMHK5811ALU561613,Hyundai,Kona 1.0 T-GDI Premium,2020-12-16,39800,Benzin (allgemein),1 %,0.00,0.00,0.00,13302.2,"Grund+Zubehör×1,19",133.02,2024-05-15,,2024-05-15
